2017;02;12;14;26;28.0;19.0
2017;02;12;14;28;30.0;19.0
2017;02;12;14;28;31.0;19.0
2017;02;12;14;28;31.0;20.0
2017;02;12;14;28;31.0;19.0
2017;02;12;14;28;31.0;20.0
2017;02;12;14;36;31.0;19.0
2017;02;12;15;01;35.0;20.0
2017;02;12;15;42;31.0;20.0
2017;02;12;15;44;29.0;21.0
2017;02;12;15;48;30.0;21.0
2017;02;12;15;52;33.0;21.0
2017;02;12;15;52;30.0;21.0
2017;02;12;15;52;34.0;21.0
2017;02;12;15;52;29.0;21.0
2017;02;12;15;52;29.0;21.0
2017;02;12;15;52;29.0;21.0
2017;02;12;15;52;29.0;21.0
2017;02;12;15;52;34.0;21.0
2017;02;12;15;52;29.0;21.0
2017;02;12;15;53;29.0;21.0
2017;02;12;15;53;30.0;21.0
2017;02;12;15;53;30.0;21.0
2017;02;12;15;53;30.0;21.0
2017;02;12;15;53;34.0;21.0
2017;02;12;15;53;30.0;21.0
2017;02;12;15;53;30.0;21.0
2017;02;12;15;53;30.0;21.0
2017;02;12;15;53;34.0;21.0
2017;02;12;15;54;32.0;21.0
2017;02;12;15;54;30.0;21.0
2017;02;12;15;54;34.0;21.0
2017;02;12;15;54;29.0;21.0
2017;02;12;15;54;30.0;21.0
2017;02;12;15;54;34.0;21.0
2017;02;12;15;54;30.0;21.0
2017;02;12;15;54;30.0;21.0
2017;02;12;15;54;34.0;21.0
2017;02;12;16;01;30.0;21.0
2017;02;12;16;01;32.0;21.0
2017;02;12;16;21;34.0;21.0
2017;02;12;16;26;32.0;21.0
2017;02;12;16;31;34.0;21.0
2017;02;12;16;36;33.0;21.0
2017;02;12;16;41;32.0;21.0
2017;02;12;16;46;32.0;21.0
2017;02;12;16;51;34.0;21.0
2017;02;12;16;56;30.0;22.0
2017;02;12;17;01;33.0;22.0
2017;02;12;17;06;34.0;22.0
2017;02;12;17;11;33.0;22.0
2017;02;12;17;17;33.0;22.0
2017;02;12;17;22;34.0;22.0
2017;02;12;17;27;35.0;22.0
2017;02;12;17;32;34.0;22.0
2017;02;12;17;37;34.0;22.0
2017;02;12;17;42;35.0;22.0
2017;02;12;17;47;34.0;22.0
2017;02;12;17;52;34.0;22.0
2017;02;12;17;57;34.0;22.0
2017;02;12;18;02;34.0;22.0
2017;02;12;18;07;34.0;22.0
2017;02;12;18;12;34.0;22.0
2017;02;12;18;16;34.0;22.0
2017;02;12;18;17;34.0;22.0
2017;02;12;18;21;34.0;22.0
2017;02;12;18;22;34.0;22.0
2017;02;12;18;26;34.0;22.0
2017;02;12;18;27;34.0;22.0
2017;02;12;18;31;35.0;22.0
2017;02;12;18;32;33.0;22.0
2017;02;12;18;37;32.0;23.0
2017;02;12;18;37;33.0;23.0
2017;02;12;18;42;33.0;22.0
2017;02;12;18;42;32.0;23.0
2017;02;12;18;47;32.0;23.0
2017;02;12;18;47;34.0;23.0
2017;02;12;18;52;32.0;23.0
2017;02;12;18;52;31.0;23.0
2017;02;12;18;57;31.0;23.0
2017;02;12;18;57;29.0;23.0
2017;02;12;19;02;33.0;23.0
2017;02;12;19;02;33.0;23.0
2017;02;12;19;07;31.0;23.0
2017;02;12;19;07;31.0;23.0
2017;02;12;19;12;31.0;23.0
2017;02;12;19;12;32.0;23.0
2017;02;12;19;17;33.0;23.0
2017;02;12;19;17;32.0;23.0
2017;02;12;19;22;31.0;23.0
2017;02;12;19;22;33.0;23.0
2017;02;12;19;27;29.0;23.0
2017;02;12;19;27;32.0;23.0
2017;02;12;19;32;34.0;22.0
2017;02;12;19;32;33.0;22.0
2017;02;12;19;37;32.0;23.0
2017;02;12;19;37;33.0;22.0
2017;02;12;19;42;34.0;22.0
2017;02;12;19;42;32.0;22.0
2017;02;12;19;47;33.0;22.0
2017;02;12;19;47;34.0;22.0
2017;02;12;19;52;33.0;22.0
2017;02;12;19;52;33.0;22.0
2017;02;12;19;57;34.0;22.0
2017;02;12;19;57;33.0;22.0
2017;02;12;20;02;33.0;22.0
2017;02;12;20;02;33.0;22.0
2017;02;12;21;15;32.0;22.0
2017;02;12;21;20;30.0;22.0
2017;02;12;21;25;34.0;22.0
2017;02;12;21;30;30.0;22.0
2017;02;12;21;35;30.0;22.0
2017;02;12;21;40;30.0;22.0
2017;02;12;21;45;34.0;22.0
2017;02;12;21;50;30.0;22.0
2017;02;12;21;55;30.0;22.0
2017;02;12;22;00;34.0;22.0
2017;02;12;22;05;30.0;21.0
2017;02;12;22;10;30.0;21.0
2017;02;12;22;15;34.0;21.0
2017;02;12;22;20;30.0;21.0
2017;02;12;22;25;30.0;21.0
2017;02;12;22;30;30.0;22.0
2017;02;12;22;35;34.0;21.0
2017;02;12;22;40;30.0;21.0
2017;02;12;22;45;30.0;22.0
2017;02;12;22;50;34.0;22.0
2017;02;12;22;55;30.0;22.0
2017;02;12;23;00;30.0;22.0
